0.00000000e+00 1.79999999e+00 tt
1.00000000e-03 1.79999999e+00 tt
2.00000000e-03 1.79999999e+00 tt
3.00000000e-03 1.79999999e+00 tt
4.00000000e-03 1.79999999e+00 tt
5.00000000e-03 1.79999999e+00 tt
6.00000000e-03 1.79999999e+00 tt
7.00000000e-03 1.79999999e+00 tt
8.00000000e-03 1.79999999e+00 tt
9.00000000e-03 1.79999999e+00 tt
1.00000000e-02 1.79999999e+00 tt
1.10000000e-02 1.79999999e+00 tt
1.20000000e-02 1.79999999e+00 tt
1.30000000e-02 1.79999999e+00 tt
1.40000000e-02 1.79999999e+00 tt
1.50000000e-02 1.79999999e+00 tt
1.60000000e-02 1.79999999e+00 tt
1.70000000e-02 1.79999999e+00 tt
1.80000000e-02 1.79999999e+00 tt
1.90000000e-02 1.79999999e+00 tt
2.00000000e-02 1.79999999e+00 tt
2.10000000e-02 1.79999999e+00 tt
2.20000000e-02 1.79999999e+00 tt
2.30000000e-02 1.79999999e+00 tt
2.40000000e-02 1.79999999e+00 tt
2.50000000e-02 1.79999999e+00 tt
2.60000000e-02 1.79999999e+00 tt
2.70000000e-02 1.79999999e+00 tt
2.80000000e-02 1.79999999e+00 tt
2.90000000e-02 1.79999999e+00 tt
3.00000000e-02 1.79999999e+00 tt
3.10000000e-02 1.79999999e+00 tt
3.20000000e-02 1.79999999e+00 tt
3.30000000e-02 1.79999999e+00 tt
3.40000000e-02 1.79999999e+00 tt
3.50000000e-02 1.79999999e+00 tt
3.60000000e-02 1.79999999e+00 tt
3.70000000e-02 1.79999999e+00 tt
3.80000000e-02 1.79999999e+00 tt
3.90000000e-02 1.79999999e+00 tt
4.00000000e-02 1.79999999e+00 tt
4.10000000e-02 1.79999999e+00 tt
4.20000000e-02 1.79999999e+00 tt
4.30000000e-02 1.79999999e+00 tt
4.40000000e-02 1.79999999e+00 tt
4.50000000e-02 1.79999999e+00 tt
4.60000000e-02 1.79999999e+00 tt
4.70000000e-02 1.79999999e+00 tt
4.80000000e-02 1.79999999e+00 tt
4.90000000e-02 1.79999999e+00 tt
5.00000000e-02 1.79999999e+00 tt
5.10000000e-02 1.79999999e+00 tt
5.20000000e-02 1.79999999e+00 tt
5.30000000e-02 1.79999999e+00 tt
5.40000000e-02 1.79999999e+00 tt
5.50000000e-02 1.79999999e+00 tt
5.60000000e-02 1.79999999e+00 tt
5.70000000e-02 1.79999999e+00 tt
5.80000000e-02 1.79999999e+00 tt
5.90000000e-02 1.79999999e+00 tt
6.00000000e-02 1.79999999e+00 tt
6.10000000e-02 1.79999999e+00 tt
6.20000000e-02 1.79999999e+00 tt
6.30000000e-02 1.79999999e+00 tt
6.40000000e-02 1.79999999e+00 tt
6.50000000e-02 1.79999999e+00 tt
6.60000000e-02 1.79999999e+00 tt
6.70000000e-02 1.79999999e+00 tt
6.80000000e-02 1.79999999e+00 tt
6.90000000e-02 1.79999999e+00 tt
7.00000000e-02 1.79999999e+00 tt
7.10000000e-02 1.79999999e+00 tt
7.20000000e-02 1.79999999e+00 tt
7.30000000e-02 1.79999999e+00 tt
7.40000000e-02 1.79999999e+00 tt
7.50000000e-02 1.79999999e+00 tt
7.60000000e-02 1.79999999e+00 tt
7.70000000e-02 1.79999998e+00 tt
7.80000000e-02 1.79999998e+00 tt
7.90000000e-02 1.79999998e+00 tt
8.00000000e-02 1.79999998e+00 tt
8.10000000e-02 1.79999998e+00 tt
8.20000000e-02 1.79999998e+00 tt
8.30000000e-02 1.79999998e+00 tt
8.40000000e-02 1.79999998e+00 tt
8.50000000e-02 1.79999998e+00 tt
8.60000000e-02 1.79999998e+00 tt
8.70000000e-02 1.79999998e+00 tt
8.80000000e-02 1.79999998e+00 tt
8.90000000e-02 1.79999998e+00 tt
9.00000000e-02 1.79999998e+00 tt
9.10000000e-02 1.79999998e+00 tt
9.20000000e-02 1.79999998e+00 tt
9.30000000e-02 1.79999998e+00 tt
9.40000000e-02 1.79999998e+00 tt
9.50000000e-02 1.79999998e+00 tt
9.60000000e-02 1.79999998e+00 tt
9.70000000e-02 1.79999998e+00 tt
9.80000000e-02 1.79999998e+00 tt
9.90000000e-02 1.79999998e+00 tt
1.00000000e-01 1.79999998e+00 tt
1.01000000e-01 1.79999998e+00 tt
1.02000000e-01 1.79999998e+00 tt
1.03000000e-01 1.79999998e+00 tt
1.04000000e-01 1.79999998e+00 tt
1.05000000e-01 1.79999998e+00 tt
1.06000000e-01 1.79999998e+00 tt
1.07000000e-01 1.79999998e+00 tt
1.08000000e-01 1.79999998e+00 tt
1.09000000e-01 1.79999998e+00 tt
1.10000000e-01 1.79999997e+00 tt
1.11000000e-01 1.79999997e+00 tt
1.12000000e-01 1.79999997e+00 tt
1.13000000e-01 1.79999997e+00 tt
1.14000000e-01 1.79999997e+00 tt
1.15000000e-01 1.79999997e+00 tt
1.16000000e-01 1.79999997e+00 tt
1.17000000e-01 1.79999997e+00 tt
1.18000000e-01 1.79999997e+00 tt
1.19000000e-01 1.79999997e+00 tt
1.20000000e-01 1.79999997e+00 tt
1.21000000e-01 1.79999997e+00 tt
1.22000000e-01 1.79999997e+00 tt
1.23000000e-01 1.79999997e+00 tt
1.24000000e-01 1.79999997e+00 tt
1.25000000e-01 1.79999997e+00 tt
1.26000000e-01 1.79999997e+00 tt
1.27000000e-01 1.79999997e+00 tt
1.28000000e-01 1.79999996e+00 tt
1.29000000e-01 1.79999996e+00 tt
1.30000000e-01 1.79999996e+00 tt
1.31000000e-01 1.79999996e+00 tt
1.32000000e-01 1.79999996e+00 tt
1.33000000e-01 1.79999996e+00 tt
1.34000000e-01 1.79999996e+00 tt
1.35000000e-01 1.79999996e+00 tt
1.36000000e-01 1.79999996e+00 tt
1.37000000e-01 1.79999996e+00 tt
1.38000000e-01 1.79999996e+00 tt
1.39000000e-01 1.79999996e+00 tt
1.40000000e-01 1.79999995e+00 tt
1.41000000e-01 1.79999995e+00 tt
1.42000000e-01 1.79999995e+00 tt
1.43000000e-01 1.79999995e+00 tt
1.44000000e-01 1.79999995e+00 tt
1.45000000e-01 1.79999995e+00 tt
1.46000000e-01 1.79999995e+00 tt
1.47000000e-01 1.79999995e+00 tt
1.48000000e-01 1.79999995e+00 tt
1.49000000e-01 1.79999994e+00 tt
1.50000000e-01 1.79999994e+00 tt
1.51000000e-01 1.79999994e+00 tt
1.52000000e-01 1.79999994e+00 tt
1.53000000e-01 1.79999994e+00 tt
1.54000000e-01 1.79999994e+00 tt
1.55000000e-01 1.79999994e+00 tt
1.56000000e-01 1.79999993e+00 tt
1.57000000e-01 1.79999993e+00 tt
1.58000000e-01 1.79999993e+00 tt
1.59000000e-01 1.79999993e+00 tt
